step,size,variant,median_ms,min_ms,max_ms,paired_speedup,tflops,limit_ms,status,samples_ms
10,4096,baseline,0.14263040224711102,0.14240320523579916,0.14326292673746746,1.0,963.6020883814328,0.1391,SLOW,"[0.14326292673746746, 0.14314026832580568, 0.14263040224711102, 0.14251519838968912, 0.14240320523579916]"
10,4096,tma_wait_64ns,0.14234132766723634,0.14194025993347167,0.14275946617126464,1.0032788839071392,965.5590243847028,0.1391,SLOW,"[0.14269226392110188, 0.14194025993347167, 0.14216426213582356, 0.14234132766723634, 0.14275946617126464]"
10,4096,specialize_mma,0.14188052813212076,0.13957014083862304,0.1423679987589518,1.004473272449179,968.6949666836261,0.1391,SLOW,"[0.1423679987589518, 0.13957014083862304, 0.1421493371327718, 0.14188052813212076, 0.14180053075154622]"
10,4096,specialize_writeback,0.14258666038513185,0.14027946790059406,0.14299413363138835,1.0016793187185387,963.8976963256753,0.1391,SLOW,"[0.14299413363138835, 0.14027946790059406, 0.14258666038513185, 0.14227627118428549, 0.142793607711792]"
