step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda
7,8192,8192,8192,2.7811925252278646,2.7811925252278646,2.7811925252278646,395.3381931680247,0.8522623697916667,0.3064377464202484,2.075,2.6975000000000002,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,1024,1024,1024,0.012518399953842163,0.012518399953842163,0.012518399953842163,171.54617650164562,0.006836266815662384,0.5460974917616519,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,2048,2048,2048,0.029154133796691895,0.029154133796691895,0.029154133796691895,589.2772978200913,0.02136533260345459,0.7328405896895109,0.023,0.0299,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,4096,4096,4096,0.1689674695332845,0.1689674695332845,0.1689674695332845,813.4048160372444,0.12768959999084473,0.7557052274236222,0.132,0.1716,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,8192,8192,8192,1.430675252278646,1.430675252278646,1.430675252278646,768.5263486768227,0.8527999877929687,0.5960821552163628,1.109,1.4417,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,1024,1024,1024,0.018717867136001588,0.018717867136001588,0.018717867136001588,114.72907850005898,0.0068127999703089396,0.363973091635282,0.015,0.0195,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,2048,2048,2048,0.028921600182851157,0.028921600182851157,0.028921600182851157,594.0151677425744,0.021422932545344036,0.7407243171159873,0.023,0.0299,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,4096,4096,4096,0.1435658613840739,0.1435658613840739,0.1435658613840739,957.3233646703591,0.12825493017832437,0.8933525626625884,0.116,0.15080000000000002,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,8192,8192,8192,0.903766377766927,0.903766377766927,0.903766377766927,1216.588329489232,0.8515445073445638,0.9422175113978064,0.788,1.0244,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,1024,1024,1024,0.028880000114440918,0.028880000114440918,0.028880000114440918,74.35885178290528,0.006893866757551829,0.238707296753253,0.025,0.0325,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,2048,2048,2048,0.04534293413162231,0.04534293413162231,0.04534293413162231,378.88746092456114,0.02130133310953776,0.4697828563035611,0.035,0.045500000000000006,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,4096,4096,4096,0.1417941411336263,0.1417941411336263,0.1417941411336263,969.2851367002394,0.1281056006749471,0.9034618754396971,0.107,0.1391,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,8192,8192,8192,0.8714944203694661,0.8714944203694661,0.8714944203694661,1261.639319859176,0.8519296010335287,0.9775502643750226,0.728,0.9464,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
