step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda
1,128,128,64,0.007372800012429555,0.007372800012429555,0.007372800012429555,0.28444444396490914,0.005888000130653381,0.7986111274857585,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,64,0.007345066467920939,0.007345066467920939,0.007345066467920939,0.28551845094379524,0.005902933577696483,0.8036596542015146,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,512,0.016594133774439492,0.016594133774439492,0.016594133774439492,1.0110329486340837,0.006189866860707601,0.3730153646369938,0.839,1.0907,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,1024,0.024845866362253825,0.024845866362253825,0.024845866362253825,1.350503601314396,0.006166400015354156,0.24818615400436325,1.678,2.1814,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,4096,0.08216426372528077,0.08216426372528077,0.08216426372528077,1.6335292487834114,0.008385066191355388,0.10205247161212526,6.711,8.724300000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,256,256,256,0.010654933253924052,0.010654933253924052,0.010654933253924052,3.149192134792811,0.005784533421198527,0.5428971991981433,0.373,0.4849,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,512,512,512,0.016566399733225504,0.016566399733225504,0.016566399733225504,16.203608528268635,0.006253866851329804,0.37750307562524127,0.746,0.9698,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,1024,1024,1024,0.026848000288009644,0.026848000288009644,0.026848000288009644,79.98672619796825,0.006822399795055389,0.2541120277811634,1.502,1.9526000000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,2048,2048,2048,0.08825066884358725,0.08825066884358725,0.08825066884358725,194.67126322236797,0.021346133947372437,0.24188070444208942,6.007,7.8091,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,256,256,256,0.01046506663163503,0.01046506663163503,0.01046506663163503,3.2063276022120806,0.006075733403364817,0.5805728350547122,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,512,512,512,0.014568533500035603,0.014568533500035603,0.014568533500035603,18.42570194174616,0.005795200169086456,0.3977888487590253,0.015,0.0195,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,1024,1024,1024,0.02295253276824951,0.02295253276824951,0.02295253276824951,93.56194672209062,0.006910933554172516,0.301096773238572,0.017,0.0221,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,2048,2048,2048,0.0764853318532308,0.0764853318532308,0.0764853318532308,224.6165214654071,0.021252266565958657,0.2778606832319176,0.052,0.0676,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,512,512,512,0.010852266351381938,0.010852266351381938,0.010852266351381938,24.735428279072522,0.005688533186912537,0.5241792822554667,0.013,0.0169,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,1024,1024,1024,0.016383999586105348,0.016383999586105348,0.016383999586105348,131.07200331115732,0.007028266787528992,0.4289713723802459,0.012,0.015600000000000001,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
