step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda
1,128,128,64,0.007353599866231283,0.007353599866231283,0.007353599866231283,0.2851871244219315,0.005958400170008342,0.8102698376845489,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,64,0.007302399973074595,0.007302399973074595,0.007302399973074595,0.28718667941123704,0.006012799839178721,0.8234005068674838,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,512,0.01653226713339488,0.01653226713339488,0.01653226713339488,1.0148164111206701,0.0058783998092015585,0.3555713056031679,0.839,1.0907,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,1024,0.024779733022054037,0.024779733022054037,0.024779733022054037,1.3541078901106987,0.005975466469923655,0.241143294990526,1.678,2.1814,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,4096,0.08218346436818441,0.08218346436818441,0.08218346436818441,1.6331476049573732,0.008389332890510559,0.10208054570352612,6.711,8.724300000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,256,256,256,0.010679466525713603,0.010679466525713603,0.010679466525713603,3.141957692288182,0.006101333101590474,0.5713144085334153,0.373,0.4849,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,512,512,512,0.01658560037612915,0.01658560037612915,0.01658560037612915,16.18485010565829,0.0059690664211908976,0.3598945040169836,0.746,0.9698,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,1024,1024,1024,0.02683733304341634,0.02683733304341634,0.02683733304341634,80.0185191474089,0.006816000243028005,0.2539745745973103,1.502,1.9526000000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,2048,2048,2048,0.08825066884358725,0.08825066884358725,0.08825066884358725,194.67126322236797,0.02128960092862447,0.24124010851812921,6.007,7.8091,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,256,256,256,0.010479999581972758,0.010479999581972758,0.010479999581972758,3.2017589063380196,0.0059008002281188965,0.563053479340705,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,512,512,512,0.014557866255442302,0.014557866255442302,0.014557866255442302,18.43920333446176,0.005827199916044871,0.40027843461375634,0.015,0.0195,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,1024,1024,1024,0.022865066925684612,0.022865066925684612,0.022865066925684612,93.91984965448343,0.006760533154010773,0.2956708229188073,0.017,0.0221,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,2048,2048,2048,0.07691306273142497,0.07691306273142497,0.07691306273142497,223.36737836056406,0.021192532777786256,0.27553879698938916,0.052,0.0676,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,512,512,512,0.01051093339920044,0.01051093339920044,0.01051093339920044,25.538688697277795,0.005791999896367391,0.5510452474951448,0.013,0.0169,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,1024,1024,1024,0.016541866461435954,0.016541866461435954,0.016541866461435954,129.82112103289117,0.0068800002336502075,0.41591438606335923,0.012,0.015600000000000001,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,2048,2048,2048,0.04835626681645711,0.04835626681645711,0.04835626681645711,355.2769954142359,0.02127359906832377,0.4399346862128678,0.033,0.0429,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
5,4096,4096,4096,0.3653493245442708,0.3653493245442708,0.3653493245442708,376.18504877062105,0.12829866409301757,0.35116710357424274,0.272,0.3536,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
6,1024,1024,1024,0.016565333803494772,0.016565333803494772,0.016565333803494772,129.63720945647032,0.006806399921576182,0.41088214715843774,0.013,0.0169,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
6,2048,2048,2048,0.04737173318862915,0.04737173318862915,0.04737173318862915,362.660768935593,0.02132373253504435,0.4501362120346228,0.035,0.045500000000000006,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
6,4096,4096,4096,0.31954558690388996,0.31954558690388996,0.31954558690388996,430.10749985208724,0.1281599998474121,0.40106953467631185,0.239,0.3107,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
6,8192,8192,8192,2.8030517578125,2.8030517578125,2.8030517578125,392.25519996607494,0.8506944020589192,0.3034886529254817,2.143,2.7859,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
7,1024,1024,1024,0.016619732975959776,0.016619732975959776,0.016619732975959776,129.21288513517675,0.006841599941253662,0.41165522641969915,0.013,0.0169,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
7,2048,2048,2048,0.04533333381017049,0.04533333381017049,0.04533333381017049,378.9676986020762,0.021499733130137127,0.474258814058667,0.031,0.0403,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
7,4096,4096,4096,0.31709334055582683,0.31709334055582683,0.31709334055582683,433.4337429827,0.12782399654388427,0.4031115769250279,0.23,0.29900000000000004,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
7,8192,8192,8192,2.792674255371094,2.792674255371094,2.792674255371094,393.7128097418923,0.8522005081176758,0.3051557146268154,2.075,2.6975000000000002,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,1024,1024,1024,0.013093333443005879,0.013093333443005879,0.013093333443005879,164.01351553046487,0.006877866884072621,0.52529532788662,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,2048,2048,2048,0.030964267253875733,0.030964267253875733,0.030964267253875733,554.8288626739467,0.021226666371027627,0.6855213526285118,0.023,0.0299,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,4096,4096,4096,0.17295254071553548,0.17295254071553548,0.17295254071553548,794.6628185014835,0.12776319980621337,0.7387182592266887,0.132,0.1716,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
8,8192,8192,8192,1.4474527994791666,1.4474527994791666,1.4474527994791666,759.6182950985584,0.851198959350586,0.5880668161731221,1.109,1.4417,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,1024,1024,1024,0.020655999581019085,0.020655999581019085,0.020655999581019085,103.96416012582296,0.006818133095900218,0.33008003651227025,0.015,0.0195,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,2048,2048,2048,0.030128000179926555,0.030128000179926555,0.030128000179926555,570.2293242631639,0.021322667598724365,0.7077359091670168,0.023,0.0299,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,4096,4096,4096,0.1489664077758789,0.1489664077758789,0.1489664077758789,922.6170888055375,0.128003199895223,0.8592756031803142,0.116,0.15080000000000002,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
9,8192,8192,8192,0.9216714859008789,0.9216714859008789,0.9216714859008789,1192.9539370541477,0.8515296300252279,0.9238971184976049,0.788,1.0244,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,1024,1024,1024,0.028899200757344565,0.028899200757344565,0.028899200757344565,74.30944772596278,0.006888533135255178,0.2383641400015015,0.025,0.0325,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,2048,2048,2048,0.04532693227132161,0.04532693227132161,0.04532693227132161,379.0212203456293,0.021260799964269002,0.46905446494822084,0.035,0.045500000000000006,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,4096,4096,4096,0.1437983989715576,0.1437983989715576,0.1437983989715576,955.775269091727,0.128438401222229,0.8931838055278576,0.107,0.1391,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
10,8192,8192,8192,0.8797269185384115,0.8797269185384115,0.8797269185384115,1249.8328795062237,0.8516895929972331,0.9681295127495247,0.728,0.9464,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
