step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda
1,128,128,64,0.007347199817498525,0.007347199817498525,0.007347199817498525,0.2854355471597899,0.00613013356924057,0.834349646329297,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,64,0.007378133138020834,0.007378133138020834,0.007378133138020834,0.2842388393878395,0.005919999877611796,0.8023709747259754,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,512,0.0165802667538325,0.0165802667538325,0.0165802667538325,1.0118785330231177,0.005824000140031179,0.351260943294834,0.839,1.0907,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,1024,0.02477759917577108,0.02477759917577108,0.02477759917577108,1.3542245058516968,0.005970133344332377,0.2409488224416152,1.678,2.1814,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
2,128,128,4096,0.08214186827341716,0.08214186827341716,0.08214186827341716,1.6339746200225602,0.008414933085441589,0.10244389691054591,6.711,8.724300000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,256,256,256,0.010703999797503154,0.010703999797503154,0.010703999797503154,3.134756412068225,0.006154666841030121,0.5749875707645077,0.373,0.4849,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,512,512,512,0.01655359963575999,0.01655359963575999,0.01655359963575999,16.216137994548998,0.005941333373387655,0.35891488885310857,0.746,0.9698,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,1024,1024,1024,0.026829866568247478,0.026829866568247478,0.026829866568247478,80.04078747605465,0.006826666494210561,0.2544428045083818,1.502,1.9526000000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
3,2048,2048,2048,0.08828480243682861,0.08828480243682861,0.08828480243682861,194.59599738350096,0.02136639952659607,0.24201673376212857,6.007,7.8091,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,256,256,256,0.010443733135859171,0.010443733135859171,0.010443733135859171,3.2128771928103834,0.005885866781075795,0.5635788184654322,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,512,512,512,0.014573867122332254,0.014573867122332254,0.014573867122332254,18.418958657078953,0.005921066800753275,0.4062797300848265,0.015,0.0195,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
4,1024,1024,1024,0.022770132621129355,0.022770132621129355,0.022770132621129355,94.31142469531602,0.007044266661008199,0.30936432291446253,0.017,0.0221,SLOW,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0
