step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda,samples_ms,cublas_samples_ms,git_revision,git_dirty,gemm_kernels_sha256,utils_sha256,benchmark_sha256,benchmark_diagnostics_sha256,compiler,ptxas_reg_level,TVM_CUDA_PTXAS_EXTRA_OPTS,TVM_CUDA_NVRTC_EXTRA_OPTS,TVM_CUDA_NVCC_NO_FAST_MATH,TVM_KERNEL_DEBUG,TVM_KERNEL_DUMP,CUDA_LAUNCH_BLOCKING,CUDA_VISIBLE_DEVICES,target
1,128,128,64,0.007452799876530965,0.007452799876530965,0.007452799876530965,0.28139115966389744,0.0059690664211908976,0.8009159671639141,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.007452799876530965],[0.0059690664211908976],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
2,128,128,64,0.0073525334397951765,0.0073525334397951765,0.0073525334397951765,0.28522848854372856,0.006276266773541769,0.8536196162769999,0.105,0.1365,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.0073525334397951765],[0.006276266773541769],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
2,128,128,512,0.01653226713339488,0.01653226713339488,0.01653226713339488,1.0148164111206701,0.006102400024731954,0.36912057950026816,0.839,1.0907,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.01653226713339488],[0.006102400024731954],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
2,128,128,1024,0.024826665719350178,0.024826665719350178,0.024826665719350178,1.3515480644606779,0.006034133334954579,0.24305049269066806,1.678,2.1814,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.024826665719350178],[0.006034133334954579],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
2,128,128,4096,0.08222400347391765,0.08222400347391765,0.08222400347391765,1.632342410115987,0.008414933085441589,0.10234156365435183,6.711,8.724300000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.08222400347391765],[0.008414933085441589],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
3,256,256,256,0.010762666662534079,0.010762666662534079,0.010762666662534079,3.117668980384419,0.005955199897289276,0.5533201095988529,0.373,0.4849,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.010762666662534079],[0.005955199897289276],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
3,512,512,512,0.016562133034070333,0.016562133034070333,0.016562133034070333,16.20778286515363,0.006006399790445964,0.36265858860631445,0.746,0.9698,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.016562133034070333],[0.006006399790445964],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
3,1024,1024,1024,0.026803199450174967,0.026803199450174967,0.026803199450174967,80.12042189187163,0.006821333368619283,0.25449698202259785,1.502,1.9526000000000001,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.026803199450174967],[0.006821333368619283],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
3,2048,2048,2048,0.0882805347442627,0.0882805347442627,0.0882805347442627,194.60540462025813,0.021517866849899293,0.2437441833835032,6.007,7.8091,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.0882805347442627],[0.021517866849899293],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
4,256,256,256,0.008917333682378133,0.008917333682378133,0.008917333682378133,3.762832388599311,0.00590826670328776,0.6625597867850679,0.014,0.0182,PASS,0,10,30,1,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,[0.008917333682378133],[0.00590826670328776],d2835492913d94532bcd160ea79891a8f0e9d836,True,5515a04dfc3018bff2fe06e7f1f00681db4ee4ce8b376f4098f2348d85989b6c,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
