step,size,variant,median_ms,min_ms,max_ms,paired_speedup,tflops,limit_ms,status,samples_ms,paired_cache_speedup,comparison_control,paired_control_speedup
10,4096,baseline,0.1390175978342692,0.1387392044067383,0.1394272009531657,1.0,988.6442839837357,0.1391,PASS,"[0.13929707209269207, 0.1387392044067383, 0.13906666437784831, 0.13883733749389648, 0.13896853129069012, 0.1388853391011556, 0.13920639355977377, 0.1394272009531657]",,baseline,1.0
10,4096,tmem_split_ready,0.13897279898325604,0.1384650707244873,0.13919893900553384,1.000491993204359,988.9629803639427,0.1391,PASS,"[0.13894826571146648, 0.13919893900553384, 0.13907413482666015, 0.13872960408528645, 0.13899733225504557, 0.13885653813680013, 0.1384650707244873, 0.1391647974650065]",,baseline,1.000491993204359
