step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda,samples_ms,cublas_samples_ms,trial_orders,cublas_speedup_samples,paired_speedup_vs_cublas,git_revision,git_dirty,gemm_kernels_sha256,utils_sha256,benchmark_sha256,benchmark_diagnostics_sha256,compiler,ptxas_reg_level,TVM_CUDA_PTXAS_EXTRA_OPTS,TVM_CUDA_NVRTC_EXTRA_OPTS,TVM_CUDA_NVCC_NO_FAST_MATH,TVM_KERNEL_DEBUG,TVM_KERNEL_DUMP,CUDA_LAUNCH_BLOCKING,CUDA_VISIBLE_DEVICES,target,comparison_order
10,4096,4096,4096,0.13972533543904622,0.13676586151123046,0.14039039611816406,983.6365970433212,0.1301813324292501,0.9316945421543854,0.107,0.1391,SLOW,0,10,30,8,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,"[0.14039039611816406, 0.14009493192036945, 0.1400277296702067, 0.13676586151123046, 0.13711466789245605, 0.13950506846110025, 0.1397973378499349, 0.13965333302815755]","[0.13063466548919678, 0.13079253037770588, 0.1305888017018636, 0.12832213242848714, 0.12917333443959553, 0.13020906448364258, 0.1301536003748576, 0.12995306650797525]","[['kernel', 'cublas'], ['cublas', 'kernel'], ['kernel', 'cublas'], ['cublas', 'kernel'], ['kernel', 'cublas'], ['cublas', 'kernel'], ['kernel', 'cublas'], ['cublas', 'kernel']]","[0.9305099857346648, 0.9335993000235648, 0.9325924372938583, 0.9382614273076475, 0.9420825388346549, 0.9333643997311124, 0.9310163010011725, 0.930540386614142]",0.9329784185124854,8cbdf2ede3736454062f725a7feed08a6804f985,True,727a44403b6c1ea0a0499c8212e5796d0fa2b31944929e9ecd50d60be4b961f2,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,99750ba84c133138994941c182c10eaa495663bf69570ad04c3f6be90fa2d1ab,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}",paired_reverse_rotation_v1
