step,size,trial,role,start_ns,end_ns,wait_ns,work_ns,handoff_ns,epilogue_ns,start_cycles,end_cycles,sm_id,tile_m,tile_n,cta,cluster,cta_rank,tile_ordinal,consumer,elapsed_ns,unmeasured_ns
8,2048,1,tma,1789333573911260160,1789333573911271360,8928,1152,0,0,168621434419277,168621434430226,123,13,6,33,33,0,1,0,11200,1120
8,2048,1,tma,1789333573911249600,1789333573911260128,8256,1408,0,0,168968690796723,168968690806899,4,2,4,34,34,0,0,0,10528,864
8,2048,1,tma,1789333573911260288,1789333573911271680,9216,1152,0,0,168968690807034,168968690818321,4,14,6,34,34,0,1,0,11392,1024
8,2048,1,tma,1789333573911249600,1789333573911260128,8224,1184,0,0,168968690796727,168968690806895,5,3,4,35,35,0,0,0,10528,1120
8,2048,1,tma,1789333573911260288,1789333573911271648,9152,1216,0,0,168968690807029,168968690818289,5,15,6,35,35,0,1,0,11360,992
8,2048,1,tma,1789333573911249600,1789333573911260128,8320,1152,0,0,168968690796737,168968690806897,20,4,4,36,36,0,0,0,10528,1056
8,2048,1,tma,1789333573911260288,1789333573911271680,9216,1184,0,0,168968690807031,168968690818314,20,8,7,36,36,0,1,0,11392,992
8,2048,1,tma,1789333573911249600,1789333573911260160,8320,1152,0,0,168968690796744,168968690806933,21,5,4,37,37,0,0,0,10560,1088
8,2048,1,tma,1789333573911260320,1789333573911271712,9120,1216,0,0,168968690807068,168968690818336,21,9,7,37,37,0,1,0,11392,1056
8,2048,1,tma,1789333573911249600,1789333573911260064,8128,1216,0,0,168968690796740,168968690806811,36,6,4,38,38,0,0,0,10464,1120
8,2048,1,tma,1789333573911260192,1789333573911271296,8896,1184,0,0,168968690806945,168968690817923,36,10,7,38,38,0,1,0,11104,1024
8,2048,1,tma,1789333573911249600,1789333573911260064,8192,1216,0,0,168968690796741,168968690806816,37,7,4,39,39,0,0,0,10464,1056
8,2048,1,tma,1789333573911260192,1789333573911271296,8896,1216,0,0,168968690806951,168968690817947,37,11,7,39,39,0,1,0,11104,992
8,2048,1,tma,1789333573911249632,1789333573911260192,8224,1184,0,0,168968690796753,168968690806945,52,0,5,40,40,0,0,0,10560,1152
8,2048,1,tma,1789333573911260320,1789333573911271424,8800,1088,0,0,168968690807077,168968690818069,52,12,7,40,40,0,1,0,11104,1216
8,2048,1,tma,1789333573911249632,1789333573911260192,8288,1216,0,0,168968690796758,168968690806939,53,1,5,41,41,0,0,0,10560,1056
8,2048,1,tma,1789333573911260320,1789333573911271488,8960,1248,0,0,168968690807073,168968690818104,53,13,7,41,41,0,1,0,11168,960
8,2048,1,tma,1789333573911249600,1789333573911260192,8256,1248,0,0,168968690796727,168968690806951,68,2,5,42,42,0,0,0,10592,1088
8,2048,1,tma,1789333573911260320,1789333573911271680,9216,1184,0,0,168968690807087,168968690818324,68,14,7,42,42,0,1,0,11360,960
8,2048,1,tma,1789333573911249600,1789333573911260128,8256,1088,0,0,168968690796728,168968690806891,69,3,5,43,43,0,0,0,10528,1184
8,2048,1,tma,1789333573911260288,1789333573911271552,8992,1120,0,0,168968690807027,168968690818191,69,15,7,43,43,0,1,0,11264,1152
