step,size,variant,median_ms,min_ms,max_ms,paired_speedup,tflops,limit_ms,status,samples_ms,paired_cache_speedup,comparison_control,paired_control_speedup
10,4096,baseline,0.1389562686284383,0.13890132904052735,0.1398197333017985,1.0,989.0806282335091,0.1391,PASS,"[0.1398197333017985, 0.13897493680318196, 0.1389311949412028, 0.13890132904052735, 0.13944212595621744, 0.13900052706400554, 0.13893760045369466, 0.13890666961669923]",,baseline,1.0
10,4096,tmem_k64_sw64,0.17813119888305665,0.1775551954905192,0.17922773361206054,0.7803065672614691,771.5602563379639,0.1391,SLOW,"[0.17922773361206054, 0.17843839327494304, 0.17813013394673666, 0.1775551954905192, 0.17857066790262857, 0.17813226381937664, 0.17805867195129393, 0.17795200347900392]",,baseline,0.7803065672614691
10,4096,tmem_k32_depth8,0.17819679578145345,0.1764469305674235,0.17863787015279134,0.7796420455073856,771.2762334995056,0.1391,SLOW,"[0.1764469305674235, 0.1783583958943685, 0.1785802682240804, 0.17796266873677571, 0.17807253201802573, 0.17863787015279134, 0.17810346285502116, 0.17829012870788574]",,tmem_k64_sw64,0.9989260115531142
10,4096,tmem_k32_depth10,0.1790437380472819,0.17629332542419435,0.1797887961069743,0.7769014212306191,767.6278152531929,0.1391,SLOW,"[0.17629332542419435, 0.1797887961069743, 0.17874239285786947, 0.1790858745574951, 0.17933546702067057, 0.17900160153706868, 0.1787018616994222, 0.17933546702067057]",,tmem_k32_depth8,0.9954112288342265
