timestamp, uuid, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, utilization.gpu [%]
2026/09/14 06:14:07.405, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 248.04, 1100.00, 35, 0
2026/09/14 06:14:07.606, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 248.00, 1100.00, 35, 0
2026/09/14 06:14:07.806, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:08.006, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:08.207, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.97, 1100.00, 35, 0
2026/09/14 06:14:08.407, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:08.607, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.89, 1100.00, 35, 2
2026/09/14 06:14:08.808, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:09.008, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:09.208, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.89, 1100.00, 35, 0
2026/09/14 06:14:09.409, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 248.00, 1100.00, 35, 0
2026/09/14 06:14:09.609, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.95, 1100.00, 35, 0
2026/09/14 06:14:09.809, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.95, 1100.00, 35, 0
2026/09/14 06:14:10.010, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:10.210, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:10.410, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.89, 1100.00, 35, 2
2026/09/14 06:14:10.611, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.88, 1100.00, 35, 0
2026/09/14 06:14:10.811, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.89, 1100.00, 35, 0
2026/09/14 06:14:11.011, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.88, 1100.00, 35, 0
2026/09/14 06:14:11.212, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:11.412, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.91, 1100.00, 35, 0
2026/09/14 06:14:11.612, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.91, 1100.00, 35, 0
2026/09/14 06:14:11.813, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:12.013, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:12.213, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:12.414, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.89, 1100.00, 35, 0
2026/09/14 06:14:12.614, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:12.814, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:13.015, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.90, 1100.00, 35, 0
2026/09/14 06:14:13.215, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.94, 1100.00, 35, 2
2026/09/14 06:14:13.415, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.94, 1100.00, 35, 0
2026/09/14 06:14:13.616, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.96, 1100.00, 35, 0
2026/09/14 06:14:13.816, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 247.95, 1100.00, 35, 0
2026/09/14 06:14:14.016, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 1507, 3996, 302.39, 1100.00, 46, 0
2026/09/14 06:14:14.217, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2017, 3996, 374.48, 1100.00, 37, 86
2026/09/14 06:14:14.417, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 372.35, 1100.00, 36, 0
2026/09/14 06:14:14.617, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 375.15, 1100.00, 36, 0
2026/09/14 06:14:14.818, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 372.79, 1100.00, 36, 0
2026/09/14 06:14:15.018, GPU-dadf9f3b-df58-d3fa-07b0-5fe223423db1, P0, 2032, 3996, 342.02, 1100.00, 35, 0
