step,size,variant,median_ms,min_ms,max_ms,paired_speedup,tflops,limit_ms,status,samples_ms,paired_cache_speedup
10,4096,baseline,0.1423466682434082,0.14004054069519042,0.14338666598002117,1.0,965.5227984471251,0.1391,SLOW,"[0.14338666598002117, 0.14004054069519042, 0.14234026273091635, 0.1423466682434082, 0.14237119356791178]",0.9900054938914649
10,4096,cache_tmem_base,0.14094826380411785,0.14067306518554687,0.14138347307840984,1.0100954046924016,975.1021386329745,0.1391,SLOW,"[0.14138347307840984, 0.14074026743570964, 0.1410378615061442, 0.14067306518554687, 0.14094826380411785]",1.0
10,4096,cache_unroll_ring,0.1412735939025879,0.1409162680308024,0.1415679931640625,1.0077693193398953,972.8566370780375,0.1391,SLOW,"[0.1415679931640625, 0.1409162680308024, 0.14139413833618164, 0.14102506637573242, 0.1412735939025879]",0.9976971627217583
10,4096,cache_mma_no_unroll,0.1409301280975342,0.14076479276021323,0.1417695999145508,1.0106537449399449,975.2276204338789,0.1391,SLOW,"[0.1417695999145508, 0.1413098653157552, 0.1409301280975342, 0.14076479276021323, 0.14087039629618328]",0.9993483628053031
10,4096,cache_balanced_clusters,0.13994666735331218,0.13749225934346518,0.140229336420695,1.0168238394950122,982.0809317668054,0.1391,SLOW,"[0.13749225934346518, 0.13994666735331218, 0.13928532600402832, 0.13999147415161134, 0.140229336420695]",1.0056707322682712
