uuid, name, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, utilization.gpu [%]
GPU-778768b4-6c9e-e483-890e-0812760948ae, NVIDIA B300 SXM6 AC, P0, 1095, 3996, 207.60, 1100.00, 35, 11
