step,M,N,K,median_ms,min_ms,max_ms,tflops,cublas_ms,speedup_vs_cublas,reference_ms,limit_ms,status,seed,warmup,repeat,trials,gpu,sm_count,tvm,torch,cuda,samples_ms,cublas_samples_ms,git_revision,git_dirty,gemm_kernels_sha256,utils_sha256,benchmark_sha256,benchmark_diagnostics_sha256,compiler,ptxas_reg_level,TVM_CUDA_PTXAS_EXTRA_OPTS,TVM_CUDA_NVRTC_EXTRA_OPTS,TVM_CUDA_NVCC_NO_FAST_MATH,TVM_KERNEL_DEBUG,TVM_KERNEL_DUMP,CUDA_LAUNCH_BLOCKING,CUDA_VISIBLE_DEVICES,target
10,1024,1024,1024,0.027480532725652058,0.027318400144577027,0.027626667420069376,78.1456338361084,0.006816000243028005,0.24803013504412605,0.025,0.0325,PASS,0,10,30,5,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,"[0.027626667420069376, 0.0275328000386556, 0.027318400144577027, 0.027433600028355917, 0.027480532725652058]","[0.006930133203665415, 0.006816000243028005, 0.006849066913127899, 0.006794666747252146, 0.006796800096829732]",cb2638358e8e7e7c1d2688af0bc22143df09b24f,True,3dfec9f00bda86d46f1664ca17ffe7af5f6095e78884cdc54bec956990c7bcf7,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
10,2048,2048,2048,0.043169065316518145,0.04316480159759521,0.043280001481374106,397.96713359523034,0.021319466829299926,0.4938598200582832,0.035,0.045500000000000006,PASS,0,10,30,5,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,"[0.043280001481374106, 0.043204267819722496, 0.0431658665339152, 0.043169065316518145, 0.04316480159759521]","[0.021606399615605672, 0.021319466829299926, 0.021229867140452066, 0.02156160076459249, 0.02120320002237956]",cb2638358e8e7e7c1d2688af0bc22143df09b24f,True,3dfec9f00bda86d46f1664ca17ffe7af5f6095e78884cdc54bec956990c7bcf7,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
10,4096,4096,4096,0.13840853373209636,0.13726506233215333,0.1389941374460856,992.9947942229265,0.1271722634633382,0.918818081762884,0.107,0.1391,PASS,0,10,30,5,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,"[0.1389941374460856, 0.13840853373209636, 0.13831253051757814, 0.1385621388753255, 0.13726506233215333]","[0.12681492964426677, 0.12656426429748535, 0.1278101364771525, 0.12723946571350098, 0.1271722634633382]",cb2638358e8e7e7c1d2688af0bc22143df09b24f,True,3dfec9f00bda86d46f1664ca17ffe7af5f6095e78884cdc54bec956990c7bcf7,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
10,8192,8192,8192,0.8691018422444662,0.8683125178019205,0.8699114481608073,1265.1125269007573,0.8507968266805013,0.9789380085575564,0.728,0.9464,PASS,0,10,30,5,NVIDIA B300 SXM6 AC,148,0.26.0,2.14.0+cu130,13.0,"[0.8683125178019205, 0.8697984059651692, 0.8690272013346354, 0.8699114481608073, 0.8691018422444662]","[0.8497621536254882, 0.8507968266805013, 0.8521525065104166, 0.8510101318359375, 0.850713602701823]",cb2638358e8e7e7c1d2688af0bc22143df09b24f,True,3dfec9f00bda86d46f1664ca17ffe7af5f6095e78884cdc54bec956990c7bcf7,af9cc13549f0726e295a5ae65c91f580c7728d2c795e53e0ffe3547023f38d30,37d91ddbec1e74682eec22f7c64abc2b606095d04ec947aa031d889b253ef009,5db36328f88d5a5758659814bdec098cf0e5ac20823ac5b713b0ef41d0e06f74,nvrtc,10,,,,,,,0,"{""kind"":""cuda"",""tag"":"""",""keys"":[""cuda"",""gpu""],""max_num_threads"":1024,""thread_warp_size"":32,""arch"":""sm_103a""}"
