step,size,trial,role,start_ns,end_ns,wait_ns,work_ns,handoff_ns,epilogue_ns,start_cycles,end_cycles,sm_id,tile_m,tile_n,cta,cluster,cta_rank,tile_ordinal,consumer,elapsed_ns,unmeasured_ns
10,4096,1,tma,1789358306023332256,1789358306023365280,26912,3008,0,0,101563915885417,101563915918105,39,6,2,45,22,1,0,0,33024,3104
10,4096,1,tma,1789358306023365408,1789358306023397312,26080,2976,0,0,101563915918233,101563915951474,39,6,10,45,22,1,1,0,31904,2848
10,4096,1,tma,1789358306023397440,1789358306023428896,25664,2880,0,0,101563915951602,101563915984949,39,6,18,45,22,1,2,0,31456,2912
10,4096,1,tma,1789358306023429024,1789358306023459520,24896,2784,0,0,101563915985077,101563916018457,39,6,26,45,22,1,3,0,30496,2816
10,4096,1,tma,1789358306023332448,1789358306023364864,26144,3424,0,0,101590648516696,101590648549043,40,7,2,46,23,0,0,0,32416,2848
10,4096,1,tma,1789358306023364992,1789358306023397056,25984,3168,0,0,101590648549171,101590648582362,40,7,10,46,23,0,1,0,32064,2912
10,4096,1,tma,1789358306023397184,1789358306023428576,25536,2816,0,0,101590648582490,101590648615979,40,7,18,46,23,0,2,0,31392,3040
10,4096,1,tma,1789358306023428704,1789358306023459232,24800,2816,0,0,101590648616108,101590648649481,40,7,26,46,23,0,3,0,30528,2912
10,4096,1,tma,1789358306023332448,1789358306023364864,26464,3200,0,0,101590648516697,101590648549027,41,7,2,47,23,1,0,0,32416,2752
10,4096,1,tma,1789358306023364992,1789358306023397056,26176,3040,0,0,101590648549155,101590648582366,41,7,10,47,23,1,1,0,32064,2848
10,4096,1,tma,1789358306023397184,1789358306023428576,25728,2720,0,0,101590648582494,101590648615983,41,7,18,47,23,1,2,0,31392,2944
